t,v,a,k
345.8,126.968,0.00297048,12
345.85,126.968,0.00296792,12
345.9,126.968,0.00296536,12
345.95,126.968,0.0029628,12
346,126.969,0.00296025,12
346.05,126.969,0.00295769,12
346.1,126.969,0.00295514,12
346.15,126.969,0.00295259,12
346.2,126.969,0.00295005,12
346.25,126.969,0.0029475,12
346.3,126.969,0.00294496,12
346.35,126.97,0.00294242,12
346.4,126.97,0.00293988,12
346.45,126.97,0.00293735,12
346.5,126.97,0.00293481,12
346.55,126.97,0.00293228,12
346.6,126.97,0.00292975,12
346.65,126.97,0.00292722,12
346.7,126.971,0.0029247,12
346.75,126.971,0.00292218,12
346.8,126.971,0.00291966,12
346.85,126.971,0.00291714,12
346.9,126.971,0.00291462,12
346.95,126.971,0.00291211,12
347,126.972,0.0029096,12
347.05,126.972,0.00290709,12
347.1,126.972,0.00290458,12
347.15,126.972,0.00290207,12
347.2,126.972,0.00289957,12
347.25,126.972,0.00289707,12
347.3,126.972,0.00289457,12
347.35,126.973,0.00289207,12
347.4,126.973,0.00288958,12
347.45,126.973,0.00288709,12
347.5,126.973,0.0028846,12
347.55,126.973,0.00288211,12
347.6,126.973,0.00287962,12
347.65,126.973,0.00287714,12
347.7,126.974,0.00287466,12
347.75,126.974,0.00287218,12
347.8,126.974,0.0028697,12
347.85,126.974,0.00286722,12
347.9,126.974,0.00286475,12
347.95,126.974,0.00286228,12
348,126.974,0.00285981,12
348.05,126.975,0.00285734,12
348.1,126.975,0.00285488,12
348.15,126.975,0.00285242,12
348.2,126.975,0.00284996,12
348.25,126.975,0.0028475,12
348.3,126.975,0.00284504,12
348.35,126.975,0.00284259,12
348.4,126.976,0.00284014,12
348.45,126.976,0.00283769,12
348.5,126.976,0.00283524,12
348.55,126.976,0.00283279,12
348.6,126.976,0.00283035,12
348.65,126.976,0.00282791,12
348.7,126.976,0.00282547,12
348.75,126.977,0.00282303,12
348.8,126.977,0.0028206,12
348.85,126.977,0.00281816,12
348.9,126.977,0.00281573,12
348.95,126.977,0.0028133,12
349,126.977,0.00281088,12
349.05,126.977,0.00280845,12
349.1,126.978,0.00280603,12
349.15,126.978,0.00280361,12
349.2,126.978,0.00280119,12
349.25,126.978,0.00279878,12
349.3,126.978,0.00279636,12
349.35,126.978,0.00279395,12
349.4,126.978,0.00279154,12
349.45,126.978,0.00278913,12
349.5,126.979,0.00278673,12
349.55,126.979,0.00278432,12
349.6,126.979,0.00278192,12
349.65,126.979,0.00277952,12
349.7,126.979,0.00277712,12
349.75,126.979,0.00277473,12
349.8,126.979,0.00277233,12
349.85,126.98,0.00276994,12
349.9,126.98,0.00276755,12
349.95,126.98,0.00276517,12
350,126.98,0.00276278,12
350.05,126.98,0.0027604,12
350.1,126.98,0.00275802,12
350.15,126.98,0.00275564,12
350.2,126.981,0.00275326,12
350.25,126.981,0.00275089,12
350.3,126.981,0.00274851,12
350.35,126.981,0.00274614,12
350.4,126.981,0.00274377,12
350.45,126.981,0.00274141,12
350.5,126.981,0.00273904,12
350.55,126.982,0.00273668,12
350.6,126.982,0.00273432,12
350.65,126.982,0.00273196,12
350.7,126.982,0.0027296,12
350.75,126.982,0.00272725,12
350.8,126.982,0.0027249,12
350.85,126.982,0.00272255,12
350.9,126.982,0.0027202,12
350.95,126.983,0.00271785,12
351,126.983,0.00271551,12
351.05,126.983,0.00271317,12
351.1,126.983,0.00271083,12
351.15,126.983,0.00270849,12
351.2,126.983,0.00270615,12
351.25,126.983,0.00270382,12
351.3,126.984,0.00270148,12
351.35,126.984,0.00269915,12
351.4,126.984,0.00269683,12
351.45,126.984,0.0026945,12
351.5,126.984,0.00269218,12
351.55,126.984,0.00268985,12
351.6,126.984,0.00268753,12
351.65,126.985,0.00268521,12
351.7,126.985,0.0026829,12
351.75,126.985,0.00268058,12
351.8,126.985,0.00267827,12
351.85,126.985,0.00267596,12
351.9,126.985,0.00267365,12
351.95,126.985,0.00267135,12
352,126.985,0.00266904,12
352.05,126.986,0.00266674,12
352.1,126.986,0.00266444,12
352.15,126.986,0.00266214,12
352.2,126.986,0.00265985,12
352.25,126.986,0.00265755,12
352.3,126.986,0.00265526,12
352.35,126.986,0.00265297,12
352.4,126.987,0.00265068,12
352.45,126.987,0.00264839,12
352.5,126.987,0.00264611,12
352.55,126.987,0.00264383,12
352.6,126.987,0.00264155,12
352.65,126.987,0.00263927,12
352.7,126.987,0.00263699,12
352.75,126.987,0.00263472,12
352.8,126.988,0.00263244,12
352.85,126.988,0.00263017,12
352.9,126.988,0.00262791,12
352.95,126.988,0.00262564,12
353,126.988,0.00262337,12
353.05,126.988,0.00262111,12
353.1,126.988,0.00261885,12
353.15,126.988,0.00261659,12
353.2,126.989,0.00261433,12
353.25,126.989,0.00261208,12
353.3,126.989,0.00260983,12
353.35,126.989,0.00260757,12
353.4,126.989,0.00260533,12
353.45,126.989,0.00260308,12
353.5,126.989,0.00260083,12
353.55,126.99,0.00259859,12
353.6,126.99,0.00259635,12
353.65,126.99,0.00259411,12
353.7,126.99,0.00259187,12
353.75,126.99,0.00258964,12
353.8,126.99,0.0025874,12
353.85,126.99,0.00258517,12
353.9,126.99,0.00258294,12
353.95,126.991,0.00258071,12
354,126.991,0.00257849,12
354.05,126.991,0.00257626,12
354.1,126.991,0.00257404,12
354.15,126.991,0.00257182,12
354.2,126.991,0.0025696,12
354.25,126.991,0.00256738,12
354.3,126.991,0.00256517,12
354.35,126.992,0.00256296,12
354.4,126.992,0.00256075,12
354.45,126.992,0.00255854,12
354.5,126.992,0.00255633,12
354.55,126.992,0.00255413,12
354.6,126.992,0.00255192,12
354.65,126.992,0.00254972,12
354.7,126.992,0.00254752,12
354.75,126.993,0.00254532,12
354.8,126.993,0.00254313,12
354.85,126.993,0.00254093,12
354.9,126.993,0.00253874,12
354.95,126.993,0.00253655,12
355,126.993,0.00253437,12
355.05,126.993,0.00253218,12
355.1,126.994,0.00252999,12
355.15,126.994,0.00252781,12
355.2,126.994,0.00252563,12
355.25,126.994,0.00252345,12
355.3,126.994,0.00252128,12
355.35,126.994,0.0025191,12
355.4,126.994,0.00251693,12
355.45,126.994,0.00251476,12
355.5,126.995,0.00251259,12
355.55,126.995,0.00251042,12
355.6,126.995,0.00250826,12
355.65,126.995,0.00250609,12
355.7,126.995,0.00250393,12
355.75,126.995,0.00250177,12
355.8,126.995,0.00249961,12
355.85,126.995,0.00249746,12
355.9,126.996,0.0024953,12
355.95,126.996,0.00249315,12
356,126.996,0.002491,12
356.05,126.996,0.00248885,12
356.1,126.996,0.0024867,12
356.15,126.996,0.00248456,12
356.2,126.996,0.00248242,12
356.25,126.996,0.00248027,12
356.3,126.997,0.00247814,12
356.35,126.997,0.002476,12
356.4,126.997,0.00247386,12
356.45,126.997,0.00247173,12
356.5,126.997,0.0024696,12
356.55,126.997,0.00246747,12
356.6,126.997,0.00246534,12
356.65,126.997,0.00246321,12
356.7,126.998,0.00246109,12
356.75,126.998,0.00245896,12
356.8,126.998,0.00245684,12
356.85,126.998,0.00245472,12
356.9,126.998,0.00245261,12
356.95,126.998,0.00245049,12
357,126.998,0.00244838,12
357.05,126.998,0.00244626,12
357.1,126.998,0.00244415,12
357.15,126.999,0.00244205,12
357.2,126.999,0.00243994,12
357.25,126.999,0.00243783,12
357.3,126.999,0.00243573,12
357.35,126.999,0.00243363,12
357.4,126.999,0.00243153,12
357.45,126.999,0.00242943,12
357.5,126.999,0.00242734,12
357.55,127,0.00242524,12
357.6,127,0.00242315,12
357.65,127,0.00242106,12
357.7,127,0.00241897,12
357.75,127,0.00241689,12
357.8,127,0.0024148,12
357.85,127,0.00241272,12
357.9,127,0.00241064,12
357.95,127.001,0.00240856,12
358,127.001,0.00240648,12
358.05,127.001,0.00240441,12
358.1,127.001,0.00240233,12
358.15,127.001,0.00240026,12
358.2,127.001,0.00239819,12
358.25,127.001,0.00239612,12
358.3,127.001,0.00239405,12
358.35,127.002,0.00239199,12
358.4,127.002,0.00238993,12
358.45,127.002,0.00238786,12
358.5,127.002,0.0023858,12
358.55,127.002,0.00238375,12
358.6,127.002,0.00238169,12
358.65,127.002,0.00237964,12
358.7,127.002,0.00237758,12
358.75,127.002,0.00237553,12
358.8,127.003,0.00237348,12
358.85,127.003,0.00237144,12
358.9,127.003,0.00236939,12
358.95,127.003,0.00236735,12
359,127.003,0.0023653,12
359.05,127.003,0.00236326,12
359.1,127.003,0.00236123,12
359.15,127.003,0.00235919,12
359.2,127.004,0.00235715,12
359.25,127.004,0.00235512,12
359.3,127.004,0.00235309,12
359.35,127.004,0.00235106,12
359.4,127.004,0.00234903,12
359.45,127.004,0.002347,12
359.5,127.004,0.00234498,12
359.55,127.004,0.00234296,12
359.6,127.004,0.00234094,12
359.65,127.005,0.00233892,12
359.7,127.005,0.0023369,12
359.75,127.005,0.00233488,12
359.8,127.005,0.00233287,12
359.85,127.005,0.00233086,12
359.9,127.005,0.00232885,12
359.95,127.005,0.00232684,12
360,127.005,0.00232483,12
360.05,127.006,0.00232283,12
360.1,127.006,0.00232082,12
360.15,127.006,0.00231882,12
360.2,127.006,0.00231682,12
360.25,127.006,0.00231482,12
360.3,127.006,0.00231282,12
360.35,127.006,0.00231083,12
360.4,127.006,0.00230884,12
360.45,127.006,0.00230684,12
360.5,127.007,0.00230485,12
360.55,127.007,0.00230287,12
360.6,127.007,0.00230088,12
360.65,127.007,0.0022989,12
360.7,127.007,0.00229691,12
360.75,127.007,0.00229493,12
360.8,127.007,0.00229295,12
360.85,127.007,0.00229097,12
360.9,127.007,0.002289,12
360.95,127.008,0.00228702,12
361,127.008,0.00228505,12
361.05,127.008,0.00228308,12
361.1,127.008,0.00228111,12
361.15,127.008,0.00227914,12
361.2,127.008,0.00227718,12
361.25,127.008,0.00227521,12
361.3,127.008,0.00227325,12
361.35,127.009,0.00227129,12
361.4,127.009,0.00226933,12
361.45,127.009,0.00226737,12
361.5,127.009,0.00226542,12
361.55,127.009,0.00226346,12
361.6,127.009,0.00226151,12
361.65,127.009,0.00225956,12
361.7,127.009,0.00225761,12
361.75,127.009,0.00225566,12
361.8,127.01,0.00225372,12
361.85,127.01,0.00225177,12
361.9,127.01,0.00224983,12
361.95,127.01,0.00224789,12
362,127.01,0.00224595,12
362.05,127.01,0.00224401,12
362.1,127.01,0.00224208,12
362.15,127.01,0.00224014,12
362.2,127.01,0.00223821,12
362.25,127.011,0.00223628,12
362.3,127.011,0.00223435,12
362.35,127.011,0.00223242,12
362.4,127.011,0.0022305,12
362.45,127.011,0.00222857,12
362.5,127.011,0.00222665,12
362.55,127.011,0.00222473,12
362.6,127.011,0.00222281,12
362.65,127.011,0.00222089,12
362.7,127.012,0.00221898,12
362.75,127.012,0.00221706,12
362.8,127.012,0.00221515,12
362.85,127.012,0.00221324,12
362.9,127.012,0.00221133,12
362.95,127.012,0.00220942,12
363,127.012,0.00220752,12
363.05,127.012,0.00220561,12
363.1,127.012,0.00220371,12
363.15,127.013,0.00220181,12
363.2,127.013,0.00219991,12
363.25,127.013,0.00219801,12
363.3,127.013,0.00219612,12
363.35,127.013,0.00219422,12
363.4,127.013,0.00219233,12
363.45,127.013,0.00219044,12
363.5,127.013,0.00218855,12
363.55,127.013,0.00218666,12
363.6,127.014,0.00218478,12
363.65,127.014,0.00218289,12
363.7,127.014,0.00218101,12
363.75,127.014,0.00217913,12
363.8,127.014,0.00217725,12
363.85,127.014,0.00217537,12
363.9,127.014,0.00217349,12
363.95,127.014,0.00217162,12
364,127.014,0.00216975,12
364.05,127.015,0.00216787,12
364.1,127.015,0.002166,12
364.15,127.015,0.00216414,12
364.2,127.015,0.00216227,12
364.25,127.015,0.0021604,12
364.3,127.015,0.00215854,12
364.35,127.015,0.00215668,12
364.4,127.015,0.00215482,12
364.45,127.015,0.00215296,12
364.5,127.015,0.0021511,12
364.55,127.016,0.00214925,12
364.6,127.016,0.00214739,12
364.65,127.016,0.00214554,12
364.7,127.016,0.00214369,12
364.75,127.016,0.00214184,12
364.8,127.016,0.00213999,12
364.85,127.016,0.00213815,12
364.9,127.016,0.0021363,12
364.95,127.016,0.00213446,12
365,127.017,0.00213262,12
365.05,127.017,0.00213078,12
365.1,127.017,0.00212894,12
365.15,127.017,0.0021271,12
365.2,127.017,0.00212527,12
365.25,127.017,0.00212344,12
365.3,127.017,0.0021216,12
365.35,127.017,0.00211977,12
365.4,127.017,0.00211795,12
365.45,127.018,0.00211612,12
365.5,127.018,0.00211429,12
365.55,127.018,0.00211247,12
365.6,127.018,0.00211065,12
365.65,127.018,0.00210883,12
365.7,127.018,0.00210701,12
365.75,127.018,0.00210519,12
365.8,127.018,0.00210337,12
365.85,127.018,0.00210156,12
365.9,127.018,0.00209975,12
365.95,127.019,0.00209794,12
366,127.019,0.00209613,12
366.05,127.019,0.00209432,12
366.1,127.019,0.00209251,12
366.15,127.019,0.00209071,12
366.2,127.019,0.0020889,12
366.25,127.019,0.0020871,12
366.3,127.019,0.0020853,12
366.35,127.019,0.0020835,12
366.4,127.019,0.0020817,12
366.45,127.02,0.00207991,12
366.5,127.02,0.00207811,12
366.55,127.02,0.00207632,12
366.6,127.02,0.00207453,12
366.65,127.02,0.00207274,12
366.7,127.02,0.00207095,12
366.75,127.02,0.00206917,12
366.8,127.02,0.00206738,12
366.85,127.02,0.0020656,12
366.9,127.021,0.00206382,12
366.95,127.021,0.00206204,12
367,127.021,0.00206026,12
367.05,127.021,0.00205848,12
367.1,127.021,0.00205671,12
367.15,127.021,0.00205493,12
367.2,127.021,0.00205316,12
367.25,127.021,0.00205139,12
367.3,127.021,0.00204962,12
367.35,127.021,0.00204785,12
367.4,127.022,0.00204608,12
367.45,127.022,0.00204432,12
367.5,127.022,0.00204256,12
367.55,127.022,0.00204079,12
367.6,127.022,0.00203903,12
367.65,127.022,0.00203727,12
367.7,127.022,0.00203552,12
367.75,127.022,0.00203376,12
367.8,127.022,0.00203201,12
367.85,127.022,0.00203025,12
367.9,127.023,0.0020285,12
367.95,127.023,0.00202675,12
368,127.023,0.002025,12
368.05,127.023,0.00202326,12
368.1,127.023,0.00202151,12
368.15,127.023,0.00201977,12
368.2,127.023,0.00201803,12
368.25,127.023,0.00201629,12
368.3,127.023,0.00201455,12
368.35,127.023,0.00201281,12
368.4,127.024,0.00201107,12
368.45,127.024,0.00200934,12
368.5,127.024,0.0020076,12
368.55,127.024,0.00200587,12
368.6,127.024,0.00200414,12
368.65,127.024,0.00200241,12
368.7,127.024,0.00200069,12
368.75,127.024,0.00199896,12
368.8,127.024,0.00199724,12
368.85,127.024,0.00199551,12
368.9,127.025,0.00199379,12
368.95,127.025,0.00199207,12
369,127.025,0.00199035,12
369.05,127.025,0.00198864,12
369.1,127.025,0.00198692,12
369.15,127.025,0.00198521,12
369.2,127.025,0.00198349,12
369.25,127.025,0.00198178,12
369.3,127.025,0.00198007,12
369.35,127.025,0.00197837,12
369.4,127.026,0.00197666,12
369.45,127.026,0.00197495,12
369.5,127.026,0.00197325,12
369.55,127.026,0.00197155,12
369.6,127.026,0.00196985,12
369.65,127.026,0.00196815,12
369.7,127.026,0.00196645,12
369.75,127.026,0.00196475,12
369.8,127.026,0.00196306,12
369.85,127.026,0.00196137,12
369.9,127.027,0.00195967,12
369.95,127.027,0.00195798,12
370,127.027,0.0019563,12
370.05,127.027,0.00195461,12
370.1,127.027,0.00195292,12
370.15,127.027,0.00195124,12
370.2,127.027,0.00194955,12
370.25,127.027,0.00194787,12
370.3,127.027,0.00194619,12
370.35,127.027,0.00194451,12
370.4,127.028,0.00194284,12
370.45,127.028,0.00194116,12
370.5,127.028,0.00193949,12
370.55,127.028,0.00193781,12
370.6,127.028,0.00193614,12
370.65,127.028,0.00193447,12
370.7,127.028,0.0019328,12
370.75,127.028,0.00193113,12
370.8,127.028,0.00192947,12
370.85,127.028,0.0019278,12
370.9,127.029,0.00192614,12
370.95,127.029,0.00192448,12
371,127.029,0.00192282,12
371.05,127.029,0.00192116,12
371.1,127.029,0.0019195,12
371.15,127.029,0.00191785,12
371.2,127.029,0.00191619,12
371.25,127.029,0.00191454,12
371.3,127.029,0.00191289,12
371.35,127.029,0.00191124,12
371.4,127.029,0.00190959,12
371.45,127.03,0.00190794,12
371.5,127.03,0.0019063,12
371.55,127.03,0.00190465,12
371.6,127.03,0.00190301,12
371.65,127.03,0.00190137,12
371.7,127.03,0.00189973,12
371.75,127.03,0.00189809,12
371.8,127.03,0.00189645,12
371.85,127.03,0.00189482,12
371.9,127.03,0.00189318,12
371.95,127.031,0.00189155,12
372,127.031,0.00188992,12
372.05,127.031,0.00188829,12
372.1,127.031,0.00188666,12
372.15,127.031,0.00188503,12
372.2,127.031,0.0018834,12
372.25,127.031,0.00188178,12
372.3,127.031,0.00188016,12
372.35,127.031,0.00187854,12
372.4,127.031,0.00187691,12
372.45,127.031,0.0018753,12
372.5,127.032,0.00187368,12
372.55,127.032,0.00187206,12
372.6,127.032,0.00187045,12
372.65,127.032,0.00186883,12
372.7,127.032,0.00186722,12
372.75,127.032,0.00186561,12
372.8,127.032,0.001864,12
372.85,127.032,0.00186239,12
372.9,127.032,0.00186079,12
372.95,127.032,0.00185918,12
373,127.032,0.00185758,12
373.05,127.033,0.00185598,12
373.1,127.033,0.00185437,12
373.15,127.033,0.00185277,12
373.2,127.033,0.00185118,12
373.25,127.033,0.00184958,12
373.3,127.033,0.00184798,12
373.35,127.033,0.00184639,12
373.4,127.033,0.0018448,12
373.45,127.033,0.00184321,12
373.5,127.033,0.00184162,12
373.55,127.034,0.00184003,12
373.6,127.034,0.00183844,12
373.65,127.034,0.00183685,12
373.7,127.034,0.00183527,12
373.75,127.034,0.00183369,12
373.8,127.034,0.00183211,12
373.85,127.034,0.00183052,12
373.9,127.034,0.00182895,12
373.95,127.034,0.00182737,12
374,127.034,0.00182579,12
374.05,127.034,0.00182422,12
374.1,127.035,0.00182264,12
374.15,127.035,0.00182107,12
374.2,127.035,0.0018195,12
374.25,127.035,0.00181793,12
374.3,127.035,0.00181636,12
374.35,127.035,0.0018148,12
374.4,127.035,0.00181323,12
374.45,127.035,0.00181167,12
374.5,127.035,0.0018101,12
374.55,127.035,0.00180854,12
374.6,127.035,0.00180698,12
374.65,127.036,0.00180542,12
374.7,127.036,0.00180387,12
374.75,127.036,0.00180231,12
374.8,127.036,0.00180075,12
374.85,127.036,0.0017992,12
374.9,127.036,0.00179765,12
374.95,127.036,0.0017961,12
375,127.036,0.00179455,12
375.05,127.036,0.001793,12
375.1,127.036,0.00179145,12
375.15,127.036,0.00178991,12
375.2,127.037,0.00178837,12
375.25,127.037,0.00178682,12
375.3,127.037,0.00178528,12
375.35,127.037,0.00178374,12
375.4,127.037,0.0017822,12
375.45,127.037,0.00178066,12
375.5,127.037,0.00177913,12
375.55,127.037,0.00177759,12
375.6,127.037,0.00177606,12
375.65,127.037,0.00177453,12
375.7,127.037,0.001773,12
375.75,127.037,0.00177147,12
375.8,127.038,0.00176994,12
375.85,127.038,0.00176841,12
375.9,127.038,0.00176689,12
375.95,127.038,0.00176536,12
376,127.038,0.00176384,12
376.05,127.038,0.00176232,12
376.1,127.038,0.0017608,12
376.15,127.038,0.00175928,12
376.2,127.038,0.00175776,12
376.25,127.038,0.00175625,12
376.3,127.038,0.00175473,12
376.35,127.039,0.00175322,12
376.4,127.039,0.00175171,12
376.45,127.039,0.00175019,12
376.5,127.039,0.00174868,12
376.55,127.039,0.00174718,12
376.6,127.039,0.00174567,12
376.65,127.039,0.00174416,12
376.7,127.039,0.00174266,12
376.75,127.039,0.00174116,12
376.8,127.039,0.00173965,12
376.85,127.039,0.00173815,12
376.9,127.039,0.00173665,12
376.95,127.04,0.00173516,12
377,127.04,0.00173366,12
377.05,127.04,0.00173216,12
377.1,127.04,0.00173067,12
377.15,127.04,0.00172918,12
377.2,127.04,0.00172768,12
377.25,127.04,0.00172619,12
377.3,127.04,0.00172471,12
377.35,127.04,0.00172322,12
377.4,127.04,0.00172173,12
377.45,127.04,0.00172025,12
377.5,127.041,0.00171876,12
377.55,127.041,0.00171728,12
377.6,127.041,0.0017158,12
377.65,127.041,0.00171432,12
377.7,127.041,0.00171284,12
377.75,127.041,0.00171136,12
377.8,127.041,0.00170989,12
377.85,127.041,0.00170841,12
377.9,127.041,0.00170694,12
377.95,127.041,0.00170546,12
378,127.041,0.00170399,12
378.05,127.041,0.00170252,12
378.1,127.042,0.00170105,12
378.15,127.042,0.00169959,12
378.2,127.042,0.00169812,12
378.25,127.042,0.00169666,12
378.3,127.042,0.00169519,12
378.35,127.042,0.00169373,12
378.4,127.042,0.00169227,12
378.45,127.042,0.00169081,12
378.5,127.042,0.00168935,12
378.55,127.042,0.00168789,12
378.6,127.042,0.00168644,12
378.65,127.042,0.00168498,12
378.7,127.043,0.00168353,12
378.75,127.043,0.00168208,12
378.8,127.043,0.00168063,12
378.85,127.043,0.00167918,12
378.9,127.043,0.00167773,12
378.95,127.043,0.00167628,12
379,127.043,0.00167483,12
379.05,127.043,0.00167339,12
379.1,127.043,0.00167195,12
379.15,127.043,0.0016705,12
379.2,127.043,0.00166906,12
379.25,127.043,0.00166762,12
379.3,127.044,0.00166618,12
379.35,127.044,0.00166475,12
379.4,127.044,0.00166331,12
379.45,127.044,0.00166188,12
379.5,127.044,0.00166044,12
379.55,127.044,0.00165901,12
379.6,127.044,0.00165758,12
379.65,127.044,0.00165615,12
379.7,127.044,0.00165472,12
379.75,127.044,0.00165329,12
379.8,127.044,0.00165187,12
379.85,127.044,0.00165044,12
379.9,127.045,0.00164902,12
379.95,127.045,0.0016476,12
380,127.045,0.00164617,12
380.05,127.045,0.00164475,12
380.1,127.045,0.00164334,12
380.15,127.045,0.00164192,12
380.2,127.045,0.0016405,12
380.25,127.045,0.00163909,12
380.3,127.045,0.00163767,12
380.35,127.045,0.00163626,12
380.4,127.045,0.00163485,12
380.45,127.045,0.00163344,12
380.5,127.046,0.00163203,12
380.55,127.046,0.00163062,12
380.6,127.046,0.00162921,12
380.65,127.046,0.00162781,12
380.7,127.046,0.00162641,12
380.75,127.046,0.001625,12
380.8,127.046,0.0016236,12
380.85,127.046,0.0016222,12
380.9,127.046,0.0016208,12
380.95,127.046,0.0016194,12
381,127.046,0.00161801,12
381.05,127.046,0.00161661,12
381.1,127.047,0.00161522,12
381.15,127.047,0.00161382,12
381.2,127.047,0.00161243,12
381.25,127.047,0.00161104,12
381.3,127.047,0.00160965,12
381.35,127.047,0.00160826,12
381.4,127.047,0.00160687,12
381.45,127.047,0.00160549,12
381.5,127.047,0.0016041,12
381.55,127.047,0.00160272,12
381.6,127.047,0.00160134,12
381.65,127.047,0.00159995,12
381.7,127.048,0.00159857,12
381.75,127.048,0.0015972,12
381.8,127.048,0.00159582,12
381.85,127.048,0.00159444,12
381.9,127.048,0.00159307,12
381.95,127.048,0.00159169,12
382,127.048,0.00159032,12
382.05,127.048,0.00158895,12
382.1,127.048,0.00158758,12
382.15,127.048,0.00158621,12
382.2,127.048,0.00158484,12
382.25,127.048,0.00158347,12
382.3,127.048,0.0015821,12
382.35,127.049,0.00158074,12
382.4,127.049,0.00157938,12
382.45,127.049,0.00157801,12
382.5,127.049,0.00157665,12
382.55,127.049,0.00157529,12
382.6,127.049,0.00157393,12
382.65,127.049,0.00157258,12
382.7,127.049,0.00157122,12
382.75,127.049,0.00156986,12
382.8,127.049,0.00156851,12
382.85,127.049,0.00156716,12
382.9,127.049,0.00156581,12
382.95,127.049,0.00156445,12
383,127.05,0.0015631,12
383.05,127.05,0.00156176,12
383.1,127.05,0.00156041,12
383.15,127.05,0.00155906,12
383.2,127.05,0.00155772,12
383.25,127.05,0.00155637,12
383.3,127.05,0.00155503,12
383.35,127.05,0.00155369,12
383.4,127.05,0.00155235,12
383.45,127.05,0.00155101,12
383.5,127.05,0.00154967,12
383.55,127.05,0.00154834,12
383.6,127.05,0.001547,12
383.65,127.051,0.00154567,12
383.7,127.051,0.00154433,12
383.75,127.051,0.001543,12
383.8,127.051,0.00154167,12
383.85,127.051,0.00154034,12
383.9,127.051,0.00153901,12
383.95,127.051,0.00153768,12
384,127.051,0.00153636,12
384.05,127.051,0.00153503,12
384.1,127.051,0.00153371,12
384.15,127.051,0.00153238,12
384.2,127.051,0.00153106,12
384.25,127.051,0.00152974,12
384.3,127.052,0.00152842,12
384.35,127.052,0.0015271,12
384.4,127.052,0.00152579,12
384.45,127.052,0.00152447,12
384.5,127.052,0.00152316,12
384.55,127.052,0.00152184,12
384.6,127.052,0.00152053,12
384.65,127.052,0.00151922,12
384.7,127.052,0.00151791,12
384.75,127.052,0.0015166,12
384.8,127.052,0.00151529,12
384.85,127.052,0.00151398,12
384.9,127.052,0.00151268,12
384.95,127.053,0.00151137,12
385,127.053,0.00151007,12
385.05,127.053,0.00150876,12
385.1,127.053,0.00150746,12
385.15,127.053,0.00150616,12
385.2,127.053,0.00150486,12
385.25,127.053,0.00150356,12
385.3,127.053,0.00150227,12
385.35,127.053,0.00150097,12
385.4,127.053,0.00149968,12
385.45,127.053,0.00149838,12
385.5,127.053,0.00149709,12
385.55,127.053,0.0014958,12
385.6,127.054,0.00149451,12
385.65,127.054,0.00149322,12
385.7,127.054,0.00149193,12
385.75,127.054,0.00149064,12
385.8,127.054,0.00148936,12
385.85,127.054,0.00148807,12
385.9,127.054,0.00148679,12
385.95,127.054,0.00148551,12
386,127.054,0.00148423,12
386.05,127.054,0.00148295,12
386.1,127.054,0.00148167,12
386.15,127.054,0.00148039,12
386.2,127.054,0.00147911,12
386.25,127.055,0.00147784,12
386.3,127.055,0.00147656,12
386.35,127.055,0.00147529,12
386.4,127.055,0.00147401,12
386.45,127.055,0.00147274,12
386.5,127.055,0.00147147,12
386.55,127.055,0.0014702,12
386.6,127.055,0.00146894,12
386.65,127.055,0.00146767,12
386.7,127.055,0.0014664,12
386.75,127.055,0.00146514,12
386.8,127.055,0.00146387,12
386.85,127.055,0.00146261,12
386.9,127.055,0.00146135,12
386.95,127.056,0.00146009,12
387,127.056,0.00145883,12
387.05,127.056,0.00145757,12
387.1,127.056,0.00145631,12
387.15,127.056,0.00145506,12
387.2,127.056,0.0014538,12
387.25,127.056,0.00145255,12
387.3,127.056,0.00145129,12
387.35,127.056,0.00145004,12
387.4,127.056,0.00144879,12
387.45,127.056,0.00144754,12
387.5,127.056,0.00144629,12
387.55,127.056,0.00144505,12
387.6,127.056,0.0014438,12
387.65,127.057,0.00144255,12
387.7,127.057,0.00144131,12
387.75,127.057,0.00144007,12
387.8,127.057,0.00143882,12
387.85,127.057,0.00143758,12
387.9,127.057,0.00143634,12
387.95,127.057,0.0014351,12
388,127.057,0.00143386,12
388.05,127.057,0.00143263,12
388.1,127.057,0.00143139,12
388.15,127.057,0.00143016,12
388.2,127.057,0.00142892,12
388.25,127.057,0.00142769,12
388.3,127.057,0.00142646,12
388.35,127.058,0.00142523,12
388.4,127.058,0.001424,12
388.45,127.058,0.00142277,12
388.5,127.058,0.00142154,12
388.55,127.058,0.00142032,12
388.6,127.058,0.00141909,12
388.65,127.058,0.00141787,12
388.7,127.058,0.00141664,12
388.75,127.058,0.00141542,12
388.8,127.058,0.0014142,12
388.85,127.058,0.00141298,12
388.9,127.058,0.00141176,12
388.95,127.058,0.00141055,12
389,127.058,0.00140933,12
389.05,127.059,0.00140811,12
389.1,127.059,0.0014069,12
389.15,127.059,0.00140568,12
389.2,127.059,0.00140447,12
389.25,127.059,0.00140326,12
389.3,127.059,0.00140205,12
389.35,127.059,0.00140084,12
389.4,127.059,0.00139963,12
389.45,127.059,0.00139842,12
389.5,127.059,0.00139722,12
389.55,127.059,0.00139601,12
389.6,127.059,0.00139481,12
389.65,127.059,0.00139361,12
389.7,127.059,0.0013924,12
389.75,127.06,0.0013912,12
389.8,127.06,0.00139,12
