t,v,a,k
389.85,127.06,0.0013888,12
389.9,127.06,0.0013876,12
389.95,127.06,0.00138641,12
390,127.06,0.00138521,12
390.05,127.06,0.00138402,12
390.1,127.06,0.00138282,12
390.15,127.06,0.00138163,12
390.2,127.06,0.00138044,12
390.25,127.06,0.00137925,12
390.3,127.06,0.00137806,12
390.35,127.06,0.00137687,12
390.4,127.06,0.00137568,12
390.45,127.06,0.00137449,12
390.5,127.061,0.00137331,12
390.55,127.061,0.00137212,12
390.6,127.061,0.00137094,12
390.65,127.061,0.00136976,12
390.7,127.061,0.00136858,12
390.75,127.061,0.0013674,12
390.8,127.061,0.00136622,12
390.85,127.061,0.00136504,12
390.9,127.061,0.00136386,12
390.95,127.061,0.00136268,12
391,127.061,0.00136151,12
391.05,127.061,0.00136033,12
391.1,127.061,0.00135916,12
391.15,127.061,0.00135799,12
391.2,127.062,0.00135682,12
391.25,127.062,0.00135565,12
391.3,127.062,0.00135448,12
391.35,127.062,0.00135331,12
391.4,127.062,0.00135214,12
391.45,127.062,0.00135097,12
391.5,127.062,0.00134981,12
391.55,127.062,0.00134864,12
391.6,127.062,0.00134748,12
391.65,127.062,0.00134632,12
391.7,127.062,0.00134516,12
391.75,127.062,0.001344,12
391.8,127.062,0.00134284,12
391.85,127.062,0.00134168,12
391.9,127.062,0.00134052,12
391.95,127.063,0.00133936,12
392,127.063,0.00133821,12
392.05,127.063,0.00133705,12
392.1,127.063,0.0013359,12
392.15,127.063,0.00133475,12
392.2,127.063,0.0013336,12
392.25,127.063,0.00133245,12
392.3,127.063,0.0013313,12
392.35,127.063,0.00133015,12
392.4,127.063,0.001329,12
392.45,127.063,0.00132786,12
392.5,127.063,0.00132671,12
392.55,127.063,0.00132557,12
392.6,127.063,0.00132442,12
392.65,127.063,0.00132328,12
392.7,127.064,0.00132214,12
392.75,127.064,0.001321,12
392.8,127.064,0.00131986,12
392.85,127.064,0.00131872,12
392.9,127.064,0.00131758,12
392.95,127.064,0.00131645,12
393,127.064,0.00131531,12
393.05,127.064,0.00131417,12
393.1,127.064,0.00131304,12
393.15,127.064,0.00131191,12
393.2,127.064,0.00131078,12
393.25,127.064,0.00130965,12
393.3,127.064,0.00130852,12
393.35,127.064,0.00130739,12
393.4,127.064,0.00130626,12
393.45,127.065,0.00130513,12
393.5,127.065,0.00130401,12
393.55,127.065,0.00130288,12
393.6,127.065,0.00130176,12
393.65,127.065,0.00130064,12
393.7,127.065,0.00129951,12
393.75,127.065,0.00129839,12
393.8,127.065,0.00129727,12
393.85,127.065,0.00129615,12
393.9,127.065,0.00129504,12
393.95,127.065,0.00129392,12
394,127.065,0.0012928,12
394.05,127.065,0.00129169,12
394.1,127.065,0.00129057,12
394.15,127.065,0.00128946,12
394.2,127.065,0.00128835,12
394.25,127.066,0.00128724,12
394.3,127.066,0.00128612,12
394.35,127.066,0.00128502,12
394.4,127.066,0.00128391,12
394.45,127.066,0.0012828,12
394.5,127.066,0.00128169,12
394.55,127.066,0.00128059,12
394.6,127.066,0.00127948,12
394.65,127.066,0.00127838,12
394.7,127.066,0.00127728,12
394.75,127.066,0.00127617,12
394.8,127.066,0.00127507,12
394.85,127.066,0.00127397,12
394.9,127.066,0.00127287,12
394.95,127.066,0.00127178,12
395,127.067,0.00127068,12
395.05,127.067,0.00126958,12
395.1,127.067,0.00126849,12
395.15,127.067,0.00126739,12
395.2,127.067,0.0012663,12
395.25,127.067,0.00126521,12
395.3,127.067,0.00126412,12
395.35,127.067,0.00126303,12
395.4,127.067,0.00126194,12
395.45,127.067,0.00126085,12
395.5,127.067,0.00125976,12
395.55,127.067,0.00125867,12
395.6,127.067,0.00125759,12
395.65,127.067,0.0012565,12
395.7,127.067,0.00125542,12
395.75,127.067,0.00125434,12
395.8,127.068,0.00125325,12
395.85,127.068,0.00125217,12
395.9,127.068,0.00125109,12
395.95,127.068,0.00125001,12
396,127.068,0.00124893,12
396.05,127.068,0.00124786,12
396.1,127.068,0.00124678,12
396.15,127.068,0.00124571,12
396.2,127.068,0.00124463,12
396.25,127.068,0.00124356,12
396.3,127.068,0.00124248,12
396.35,127.068,0.00124141,12
396.4,127.068,0.00124034,12
396.45,127.068,0.00123927,12
396.5,127.068,0.0012382,12
396.55,127.068,0.00123713,12
396.6,127.069,0.00123607,12
396.65,127.069,0.001235,12
396.7,127.069,0.00123394,12
396.75,127.069,0.00123287,12
396.8,127.069,0.00123181,12
396.85,127.069,0.00123074,12
396.9,127.069,0.00122968,12
396.95,127.069,0.00122862,12
397,127.069,0.00122756,12
397.05,127.069,0.0012265,12
397.1,127.069,0.00122545,12
397.15,127.069,0.00122439,12
397.2,127.069,0.00122333,12
397.25,127.069,0.00122228,12
397.3,127.069,0.00122122,12
397.35,127.069,0.00122017,12
397.4,127.069,0.00121912,12
397.45,127.07,0.00121806,12
397.5,127.07,0.00121701,12
397.55,127.07,0.00121596,12
397.6,127.07,0.00121492,12
397.65,127.07,0.00121387,12
397.7,127.07,0.00121282,12
397.75,127.07,0.00121177,12
397.8,127.07,0.00121073,12
397.85,127.07,0.00120968,12
397.9,127.07,0.00120864,12
397.95,127.07,0.0012076,12
398,127.07,0.00120656,12
398.05,127.07,0.00120552,12
398.1,127.07,0.00120448,12
398.15,127.07,0.00120344,12
398.2,127.07,0.0012024,12
398.25,127.071,0.00120136,12
398.3,127.071,0.00120032,12
398.35,127.071,0.00119929,12
398.4,127.071,0.00119825,12
398.45,127.071,0.00119722,12
398.5,127.071,0.00119619,12
398.55,127.071,0.00119516,12
398.6,127.071,0.00119413,12
398.65,127.071,0.0011931,12
398.7,127.071,0.00119207,12
398.75,127.071,0.00119104,12
398.8,127.071,0.00119001,12
398.85,127.071,0.00118898,12
398.9,127.071,0.00118796,12
398.95,127.071,0.00118693,12
399,127.071,0.00118591,12
399.05,127.071,0.00118489,12
399.1,127.072,0.00118386,12
399.15,127.072,0.00118284,12
399.2,127.072,0.00118182,12
399.25,127.072,0.0011808,12
399.3,127.072,0.00117978,12
399.35,127.072,0.00117877,12
399.4,127.072,0.00117775,12
399.45,127.072,0.00117673,12
399.5,127.072,0.00117572,12
399.55,127.072,0.0011747,12
399.6,127.072,0.00117369,12
399.65,127.072,0.00117268,12
399.7,127.072,0.00117167,12
399.75,127.072,0.00117066,12
399.8,127.072,0.00116965,12
399.85,127.072,0.00116864,12
399.9,127.072,0.00116763,12
399.95,127.073,0.00116662,12
400,127.073,0.00116562,12
400.05,127.073,0.00116461,12
400.1,127.073,0.00116361,12
400.15,127.073,0.0011626,12
400.2,127.073,0.0011616,12
400.25,127.073,0.0011606,12
400.3,127.073,0.0011596,12
400.35,127.073,0.00115859,12
400.4,127.073,0.0011576,12
400.45,127.073,0.0011566,12
400.5,127.073,0.0011556,12
400.55,127.073,0.0011546,12
400.6,127.073,0.00115361,12
400.65,127.073,0.00115261,12
400.7,127.073,0.00115162,12
400.75,127.073,0.00115062,12
400.8,127.074,0.00114963,12
400.85,127.074,0.00114864,12
400.9,127.074,0.00114765,12
400.95,127.074,0.00114666,12
401,127.074,0.00114567,12
401.05,127.074,0.00114468,12
401.1,127.074,0.00114369,12
401.15,127.074,0.00114271,12
401.2,127.074,0.00114172,12
401.25,127.074,0.00114074,12
401.3,127.074,0.00113975,12
401.35,127.074,0.00113877,12
401.4,127.074,0.00113779,12
401.45,127.074,0.0011368,12
401.5,127.074,0.00113582,12
401.55,127.074,0.00113484,12
401.6,127.074,0.00113387,12
401.65,127.074,0.00113289,12
401.7,127.075,0.00113191,12
401.75,127.075,0.00113093,12
401.8,127.075,0.00112996,12
401.85,127.075,0.00112898,12
401.9,127.075,0.00112801,12
401.95,127.075,0.00112704,12
402,127.075,0.00112606,12
402.05,127.075,0.00112509,12
402.1,127.075,0.00112412,12
402.15,127.075,0.00112315,12
402.2,127.075,0.00112218,12
402.25,127.075,0.00112122,12
402.3,127.075,0.00112025,12
402.35,127.075,0.00111928,12
402.4,127.075,0.00111832,12
402.45,127.075,0.00111735,12
402.5,127.075,0.00111639,12
402.55,127.076,0.00111542,12
402.6,127.076,0.00111446,12
402.65,127.076,0.0011135,12
402.7,127.076,0.00111254,12
402.75,127.076,0.00111158,12
402.8,127.076,0.00111062,12
402.85,127.076,0.00110966,12
402.9,127.076,0.00110871,12
402.95,127.076,0.00110775,12
403,127.076,0.00110679,12
403.05,127.076,0.00110584,12
403.1,127.076,0.00110489,12
403.15,127.076,0.00110393,12
403.2,127.076,0.00110298,12
403.25,127.076,0.00110203,12
403.3,127.076,0.00110108,12
403.35,127.076,0.00110013,12
403.4,127.076,0.00109918,12
403.45,127.077,0.00109823,12
403.5,127.077,0.00109728,12
403.55,127.077,0.00109634,12
403.6,127.077,0.00109539,12
403.65,127.077,0.00109445,12
403.7,127.077,0.0010935,12
403.75,127.077,0.00109256,12
403.8,127.077,0.00109162,12
403.85,127.077,0.00109067,12
403.9,127.077,0.00108973,12
403.95,127.077,0.00108879,12
404,127.077,0.00108785,12
404.05,127.077,0.00108692,12
404.1,127.077,0.00108598,12
404.15,127.077,0.00108504,12
404.2,127.077,0.00108411,12
404.25,127.077,0.00108317,12
404.3,127.077,0.00108224,12
404.35,127.077,0.0010813,12
404.4,127.078,0.00108037,12
404.45,127.078,0.00107944,12
404.5,127.078,0.00107851,12
404.55,127.078,0.00107758,12
404.6,127.078,0.00107665,12
404.65,127.078,0.00107572,12
404.7,127.078,0.00107479,12
404.75,127.078,0.00107386,12
404.8,127.078,0.00107294,12
404.85,127.078,0.00107201,12
404.9,127.078,0.00107109,12
404.95,127.078,0.00107016,12
405,127.078,0.00106924,12
405.05,127.078,0.00106832,12
405.1,127.078,0.00106739,12
405.15,127.078,0.00106647,12
405.2,127.078,0.00106555,12
405.25,127.078,0.00106463,12
405.3,127.079,0.00106372,12
405.35,127.079,0.0010628,12
405.4,127.079,0.00106188,12
405.45,127.079,0.00106097,12
405.5,127.079,0.00106005,12
405.55,127.079,0.00105914,12
405.6,127.079,0.00105822,12
405.65,127.079,0.00105731,12
405.7,127.079,0.0010564,12
405.75,127.079,0.00105549,12
405.8,127.079,0.00105458,12
405.85,127.079,0.00105367,12
405.9,127.079,0.00105276,12
405.95,127.079,0.00105185,12
406,127.079,0.00105094,12
406.05,127.079,0.00105003,12
406.1,127.079,0.00104913,12
406.15,127.079,0.00104822,12
406.2,127.079,0.00104732,12
406.25,127.08,0.00104642,12
406.3,127.08,0.00104551,12
406.35,127.08,0.00104461,12
406.4,127.08,0.00104371,12
406.45,127.08,0.00104281,12
406.5,127.08,0.00104191,12
406.55,127.08,0.00104101,12
406.6,127.08,0.00104011,12
406.65,127.08,0.00103922,12
406.7,127.08,0.00103832,12
406.75,127.08,0.00103742,12
406.8,127.08,0.00103653,12
406.85,127.08,0.00103563,12
406.9,127.08,0.00103474,12
406.95,127.08,0.00103385,12
407,127.08,0.00103296,12
407.05,127.08,0.00103207,12
407.1,127.08,0.00103118,12
407.15,127.08,0.00103029,12
407.2,127.08,0.0010294,12
407.25,127.081,0.00102851,12
407.3,127.081,0.00102762,12
407.35,127.081,0.00102674,12
407.4,127.081,0.00102585,12
407.45,127.081,0.00102496,12
407.5,127.081,0.00102408,12
407.55,127.081,0.0010232,12
407.6,127.081,0.00102231,12
407.65,127.081,0.00102143,12
407.7,127.081,0.00102055,12
407.75,127.081,0.00101967,12
407.8,127.081,0.00101879,12
407.85,127.081,0.00101791,12
407.9,127.081,0.00101703,12
407.95,127.081,0.00101616,12
408,127.081,0.00101528,12
408.05,127.081,0.0010144,12
408.1,127.081,0.00101353,12
408.15,127.081,0.00101265,12
408.2,127.082,0.00101178,12
408.25,127.082,0.00101091,12
408.3,127.082,0.00101004,12
408.35,127.082,0.00100917,12
408.4,127.082,0.00100829,12
408.45,127.082,0.00100742,12
408.5,127.082,0.00100656,12
408.55,127.082,0.00100569,12
408.6,127.082,0.00100482,12
408.65,127.082,0.00100395,12
408.7,127.082,0.00100309,12
408.75,127.082,0.00100222,12
408.8,127.082,0.00100136,12
408.85,127.082,0.00100049,12
408.9,127.082,0.00099963,12
408.95,127.082,0.000998768,12
409,127.082,0.000997906,12
409.05,127.082,0.000997045,12
409.1,127.082,0.000996185,12
409.15,127.082,0.000995326,12
409.2,127.083,0.000994467,12
409.25,127.083,0.000993609,12
409.3,127.083,0.000992752,12
409.35,127.083,0.000991896,12
409.4,127.083,0.00099104,12
409.45,127.083,0.000990185,12
409.5,127.083,0.000989331,12
409.55,127.083,0.000988477,12
409.6,127.083,0.000987625,12
409.65,127.083,0.000986773,12
409.7,127.083,0.000985922,12
409.75,127.083,0.000985071,12
409.8,127.083,0.000984221,12
409.85,127.083,0.000983372,12
409.9,127.083,0.000982524,12
409.95,127.083,0.000981676,12
410,127.083,0.000980829,12
410.05,127.083,0.000979983,12
410.1,127.083,0.000979138,12
410.15,127.083,0.000978293,12
410.2,127.084,0.000977449,12
410.25,127.084,0.000976606,12
410.3,127.084,0.000975764,12
410.35,127.084,0.000974922,12
410.4,127.084,0.000974081,12
410.45,127.084,0.000973241,12
410.5,127.084,0.000972401,12
410.55,127.084,0.000971562,12
410.6,127.084,0.000970724,12
410.65,127.084,0.000969887,12
410.7,127.084,0.00096905,12
410.75,127.084,0.000968214,12
410.8,127.084,0.000967379,12
410.85,127.084,0.000966544,12
410.9,127.084,0.00096571,12
410.95,127.084,0.000964877,12
411,127.084,0.000964045,12
411.05,127.084,0.000963213,12
411.1,127.084,0.000962382,12
411.15,127.084,0.000961552,12
411.2,127.084,0.000960723,12
411.25,127.085,0.000959894,12
411.3,127.085,0.000959066,12
411.35,127.085,0.000958238,12
411.4,127.085,0.000957412,12
411.45,127.085,0.000956586,12
411.5,127.085,0.000955761,12
411.55,127.085,0.000954936,12
411.6,127.085,0.000954112,12
411.65,127.085,0.000953289,12
411.7,127.085,0.000952467,12
411.75,127.085,0.000951645,12
411.8,127.085,0.000950824,12
411.85,127.085,0.000950004,12
411.9,127.085,0.000949185,12
411.95,127.085,0.000948366,12
412,127.085,0.000947548,12
412.05,127.085,0.00094673,12
412.1,127.085,0.000945913,12
412.15,127.085,0.000945097,12
412.2,127.085,0.000944282,12
412.25,127.085,0.000943468,12
412.3,127.086,0.000942654,12
412.35,127.086,0.00094184,12
412.4,127.086,0.000941028,12
412.45,127.086,0.000940216,12
412.5,127.086,0.000939405,12
412.55,127.086,0.000938595,12
412.6,127.086,0.000937785,12
412.65,127.086,0.000936976,12
412.7,127.086,0.000936168,12
412.75,127.086,0.00093536,12
412.8,127.086,0.000934553,12
412.85,127.086,0.000933747,12
412.9,127.086,0.000932941,12
412.95,127.086,0.000932137,12
413,127.086,0.000931333,12
413.05,127.086,0.000930529,12
413.1,127.086,0.000929726,12
413.15,127.086,0.000928924,12
413.2,127.086,0.000928123,12
413.25,127.086,0.000927322,12
413.3,127.086,0.000926522,12
413.35,127.087,0.000925723,12
413.4,127.087,0.000924925,12
413.45,127.087,0.000924127,12
413.5,127.087,0.000923329,12
413.55,127.087,0.000922533,12
413.6,127.087,0.000921737,12
413.65,127.087,0.000920942,12
413.7,127.087,0.000920147,12
413.75,127.087,0.000919354,12
413.8,127.087,0.000918561,12
413.85,127.087,0.000917768,12
413.9,127.087,0.000916976,12
413.95,127.087,0.000916185,12
414,127.087,0.000915395,12
414.05,127.087,0.000914605,12
414.1,127.087,0.000913816,12
414.15,127.087,0.000913028,12
414.2,127.087,0.00091224,12
414.25,127.087,0.000911453,12
414.3,127.087,0.000910667,12
414.35,127.087,0.000909882,12
414.4,127.087,0.000909097,12
414.45,127.088,0.000908312,12
414.5,127.088,0.000907529,12
414.55,127.088,0.000906746,12
414.6,127.088,0.000905964,12
414.65,127.088,0.000905182,12
414.7,127.088,0.000904401,12
414.75,127.088,0.000903621,12
414.8,127.088,0.000902842,12
414.85,127.088,0.000902063,12
414.9,127.088,0.000901285,12
414.95,127.088,0.000900507,12
415,127.088,0.00089973,12
415.05,127.088,0.000898954,12
415.1,127.088,0.000898179,12
415.15,127.088,0.000897404,12
415.2,127.088,0.00089663,12
415.25,127.088,0.000895856,12
415.3,127.088,0.000895083,12
415.35,127.088,0.000894311,12
415.4,127.088,0.00089354,12
415.45,127.088,0.000892769,12
415.5,127.088,0.000891999,12
415.55,127.089,0.000891229,12
415.6,127.089,0.00089046,12
415.65,127.089,0.000889692,12
415.7,127.089,0.000888925,12
415.75,127.089,0.000888158,12
415.8,127.089,0.000887392,12
415.85,127.089,0.000886626,12
415.9,127.089,0.000885861,12
415.95,127.089,0.000885097,12
416,127.089,0.000884333,12
416.05,127.089,0.000883571,12
416.1,127.089,0.000882808,12
416.15,127.089,0.000882047,12
416.2,127.089,0.000881286,12
416.25,127.089,0.000880526,12
416.3,127.089,0.000879766,12
416.35,127.089,0.000879007,12
416.4,127.089,0.000878249,12
416.45,127.089,0.000877491,12
416.5,127.089,0.000876734,12
416.55,127.089,0.000875978,12
416.6,127.089,0.000875222,12
416.65,127.089,0.000874467,12
416.7,127.09,0.000873713,12
416.75,127.09,0.000872959,12
416.8,127.09,0.000872206,12
416.85,127.09,0.000871453,12
416.9,127.09,0.000870702,12
416.95,127.09,0.000869951,12
417,127.09,0.0008692,12
417.05,127.09,0.00086845,12
417.1,127.09,0.000867701,12
417.15,127.09,0.000866953,12
417.2,127.09,0.000866205,12
417.25,127.09,0.000865457,12
417.3,127.09,0.000864711,12
417.35,127.09,0.000863965,12
417.4,127.09,0.00086322,12
417.45,127.09,0.000862475,12
417.5,127.09,0.000861731,12
417.55,127.09,0.000860987,12
417.6,127.09,0.000860245,12
417.65,127.09,0.000859503,12
417.7,127.09,0.000858761,12
417.75,127.09,0.00085802,12
417.8,127.09,0.00085728,12
417.85,127.091,0.000856541,12
417.9,127.091,0.000855802,12
417.95,127.091,0.000855063,12
418,127.091,0.000854326,12
418.05,127.091,0.000853589,12
418.1,127.091,0.000852852,12
418.15,127.091,0.000852117,12
418.2,127.091,0.000851382,12
418.25,127.091,0.000850647,12
418.3,127.091,0.000849913,12
418.35,127.091,0.00084918,12
418.4,127.091,0.000848447,12
418.45,127.091,0.000847716,12
418.5,127.091,0.000846984,12
418.55,127.091,0.000846254,12
418.6,127.091,0.000845524,12
418.65,127.091,0.000844794,12
418.7,127.091,0.000844065,12
418.75,127.091,0.000843337,12
418.8,127.091,0.00084261,12
418.85,127.091,0.000841883,12
418.9,127.091,0.000841157,12
418.95,127.091,0.000840431,12
419,127.091,0.000839706,12
419.05,127.092,0.000838982,12
419.1,127.092,0.000838258,12
419.15,127.092,0.000837535,12
419.2,127.092,0.000836812,12
419.25,127.092,0.00083609,12
419.3,127.092,0.000835369,12
419.35,127.092,0.000834648,12
419.4,127.092,0.000833928,12
419.45,127.092,0.000833209,12
419.5,127.092,0.00083249,12
419.55,127.092,0.000831772,12
419.6,127.092,0.000831054,12
419.65,127.092,0.000830337,12
419.7,127.092,0.000829621,12
419.75,127.092,0.000828905,12
419.8,127.092,0.00082819,12
419.85,127.092,0.000827476,12
419.9,127.092,0.000826762,12
419.95,127.092,0.000826049,12
420,127.092,0.000825336,12
420.05,127.092,0.000824624,12
420.1,127.092,0.000823913,12
420.15,127.092,0.000823202,12
420.2,127.092,0.000822492,12
420.25,127.093,0.000821782,12
420.3,127.093,0.000821073,12
420.35,127.093,0.000820365,12
420.4,127.093,0.000819657,12
420.45,127.093,0.00081895,12
420.5,127.093,0.000818244,12
420.55,127.093,0.000817538,12
420.6,127.093,0.000816833,12
420.65,127.093,0.000816128,12
420.7,127.093,0.000815424,12
420.75,127.093,0.000814721,12
420.8,127.093,0.000814018,12
420.85,127.093,0.000813316,12
420.9,127.093,0.000812614,12
420.95,127.093,0.000811913,12
421,127.093,0.000811212,12
421.05,127.093,0.000810513,12
421.1,127.093,0.000809813,12
421.15,127.093,0.000809115,12
421.2,127.093,0.000808417,12
421.25,127.093,0.000807719,12
421.3,127.093,0.000807023,12
421.35,127.093,0.000806326,12
421.4,127.093,0.000805631,12
421.45,127.094,0.000804936,12
421.5,127.094,0.000804241,12
421.55,127.094,0.000803548,12
421.6,127.094,0.000802854,12
421.65,127.094,0.000802162,12
421.7,127.094,0.00080147,12
421.75,127.094,0.000800778,12
421.8,127.094,0.000800088,12
421.85,127.094,0.000799397,12
421.9,127.094,0.000798708,12
421.95,127.094,0.000798019,12
422,127.094,0.00079733,12
422.05,127.094,0.000796643,12
422.1,127.094,0.000795955,12
422.15,127.094,0.000795269,12
422.2,127.094,0.000794583,12
422.25,127.094,0.000793897,12
422.3,127.094,0.000793212,12
422.35,127.094,0.000792528,12
422.4,127.094,0.000791844,12
422.45,127.094,0.000791161,12
